ID,item_cnt_month
0,0.5275547
1,0.89462715
2,0.9143795
3,0.4510423
4,5.6346903
5,0.6065774
6,1.2613775
7,0.3507441
8,0.7996737
9,0.51095885
10,2.1543407
11,0.5819333
12,0.19676939
13,0.40106168
14,1.1068528
15,2.7403152
16,0.19137776
17,0.34079057
18,1.3212026
19,0.50100523
20,0.5156731
21,0.2669163
22,0.71922797
23,0.6076624
24,1.6262633
25,2.1200457
26,0.43543229
27,0.46207416
28,0.95525545
29,3.2327917
30,0.6396647
31,1.8324487
32,0.58401114
33,0.8393841
34,0.37342638
35,0.37014574
36,0.37301102
37,0.7614895
38,0.30228978
39,0.24900442
40,0.7117981
41,0.9850894
42,2.7728438
43,2.6422443
44,0.7010399
45,1.4166405
46,0.62953895
47,0.4458545
48,0.45207632
49,0.89675856
50,0.79467916
51,0.45214483
52,0.6800873
53,0.4486367
54,3.9086194
55,2.1037998
56,1.2289854
57,1.6632488
58,3.4688423
59,2.137954
60,3.9675887
61,0.55834895
62,0.49701425
63,0.62431204
64,5.5957384
65,0.89462715
66,0.787606
67,0.26363575
68,0.61260504
69,0.4615121
70,0.89462715
71,2.1651602
72,0.52864766
73,0.8549626
74,5.6346903
75,5.6346903
76,0.4682076
77,5.5957384
78,0.5163243
79,0.79969054
80,0.99594533
81,2.2458549
82,0.801946
83,0.4182431
84,0.8223087
85,1.0243595
86,0.6215959
87,0.19077998
88,2.3796916
89,1.3241153
90,0.8072022
91,0.50891215
92,1.5361656
93,0.44108874
94,0.555053
95,0.48725823
96,0.20501843
97,0.6803082
98,0.56636065
99,1.5010498
100,0.9548598
101,2.4479048
102,0.4907475
103,0.7577124
104,0.4359353
105,0.584225
106,0.584225
107,0.96705526
108,0.19077998
109,0.89462715
110,0.5599526
111,0.67936975
112,0.43543229
113,2.1200457
114,0.50098455
115,0.47540778
116,0.584225
117,0.34079057
118,6.7932925
119,0.34079057
120,0.34079057
121,0.34079057
122,0.4682076
123,0.48792616
124,0.62041956
125,1.1614794
126,0.584225
127,0.19137776
128,0.3703916
129,0.24916282
130,0.4937844
131,0.18592131
132,0.689415
133,3.4714165
134,0.34079057
135,2.2202945
136,0.5715889
137,0.5399721
138,0.95412946
139,5.6155934
140,0.35055554
141,0.5301639
142,0.19096237
143,0.41213745
144,1.4166405
145,1.4166405
146,1.4166405
147,0.19077998
148,0.89462715
149,0.34079057
150,0.19077998
151,0.584225
152,6.6932807
153,0.2877908
154,0.18592131
155,0.37423027
