ID,item_cnt_month
0,0.5590581
1,0.7955712
2,0.91608167
3,0.46204054
4,7.5215697
5,0.65441686
6,1.3620057
7,0.3046719
8,0.9888091
9,0.6839316
10,2.190814
11,0.79217243
12,0.14086002
13,0.44083783
14,1.3473291
15,3.1978807
16,0.08250615
17,0.2609511
18,1.861039
19,0.60895896
20,0.518142
21,0.3447169
22,1.238179
23,0.6033168
24,1.6462406
25,0.60895896
26,0.3823806
27,0.5485975
28,1.0037835
29,4.034279
30,0.4617702
31,0.33770347
32,0.5410057
33,1.1839621
34,0.38849622
35,0.33770347
36,0.38849622
37,0.66844624
38,0.17210793
39,0.08116719
40,0.57705384
41,1.1388569
42,3.4364166
43,3.3914042
44,0.5609584
45,0.81450456
46,0.64606154
47,0.35073754
48,0.3566638
49,1.2695272
50,0.8107447
51,0.3382827
52,0.6545646
53,0.36544883
54,4.3995442
55,2.4585912
56,2.495257
57,2.2816293
58,3.7153804
59,2.2368736
60,4.393862
61,0.8692877
62,0.7585871
63,2.645696
64,9.5603895
65,1.6561233
66,1.4088876
67,0.9233122
68,1.128629
69,1.0416131
70,1.6561233
71,2.2641885
72,0.841318
73,1.4458399
74,10.581137
75,10.559857
76,0.37077034
77,8.227509
78,0.76118946
79,1.4242139
80,3.0233867
81,2.678573
82,2.6850033
83,0.97547346
84,0.87301815
85,0.9962191
86,0.5946812
87,0.48414886
88,3.0448463
89,1.3349948
90,0.70447767
91,0.3738439
92,2.1221366
93,0.38505152
94,0.7124147
95,0.08477551
96,0.2657856
97,0.48007837
98,0.5348393
99,1.990043
100,3.5698419
101,2.857937
102,1.1713946
103,1.3399212
104,1.113124
105,1.0612667
106,1.0537142
107,2.1480584
108,0.90730274
109,1.5620142
110,1.1762838
111,1.139964
112,1.0754569
113,1.2426596
114,0.37949178
115,0.4073075
116,0.2681231
117,0.2609511
118,9.339676
119,0.2609511
120,0.2609511
121,0.29482397
122,0.4577063
123,0.5667058
124,0.5790387
125,1.2043349
126,0.29482397
127,0.11093551
128,0.15250379
129,0.14216354
130,0.56474143
131,0.096419275
132,0.9886972
133,3.8279521
134,0.2609511
135,1.4297216
136,1.1602387
137,1.198871
138,1.6144623
139,7.114706
140,0.27404934
141,0.3564248
142,0.15250379
143,0.31111503
144,0.81450456
145,0.81450456
146,0.81450456
147,0.15250379
148,0.7955712
149,0.2609511
150,0.15046862
151,0.2681231
152,7.758521
153,0.17136505
154,0.094384104
155,0.32732195
156,0.2681231
157,0.2558663
158,0.122295946
159,0.37825796
160,0.25655586
161,0.13059628
162,0.25655586
163,0.62538874
164,0.38954246
165,0.14093652
166,0.37249026
167,0.08485201
168,0.784004
169,0.14093652
170,0.13059628
171,0.42064264
172,0.21310386
173,1.3306761
174,1.5366162
175,3.2640138
176,1.5209395
177,0.97092414
178,0.40210074
179,0.099368244
180,1.3138846
181,0.34188208
182,0.08485201
183,0.25655586
184,0.13059628
185,0.08485201
186,0.14093652
187,0.28325674
188,0.784004
189,0.784004
190,0.60387033
191,1.1396174
192,0.48348194
193,0.35601926
194,0.57142633
195,0.44554603
196,0.70378006
197,3.1337867
198,1.5368193
199,7.124965
200,1.1889893
201,7.124965
202,0.3599844
203,1.3031
204,0.32161415
205,2.059832
206,2.038629
207,0.25435686
208,1.9123394
209,0.69169605
210,0.6111078
211,0.12929276
212,0.07320824
213,0.18399253
214,0.26192117
215,0.5269168
216,0.69540685
217,0.6132014
218,1.4940534
219,1.1053189
220,0.6527678
221,5.3685975
222,7.124965
223,0.72663844
224,2.5126252
225,0.49828127
226,0.48736256
227,0.36965686
228,0.54869443
229,0.07320824
230,7.079104
231,0.52792907
232,0.2673396
233,0.71486896
234,0.2673396
235,0.2673396
236,0.36577314
237,0.52994096
238,0.35253978
239,0.63150674
240,0.5790767
241,0.24938384
242,0.80735946
243,4.805577
244,0.784004
245,0.28252786
246,1.6561713
247,0.47547385
248,0.5863726
249,0.34281686
250,0.69870335
251,0.51514727
252,0.6726275
253,0.99269116
254,0.39721772
255,6.580513
256,0.25655586
257,0.28325674
258,0.47815233
259,0.28252786
260,0.25655586
261,0.14093652
262,0.23882312
263,0.095063716
264,0.2622615
265,0.48591408
266,0.099368244
267,0.31294712
268,0.25655586
269,0.2241118
270,0.8456982
271,0.25095183
272,0.23003808
273,0.73111284
274,16.909983
275,0.08485201
276,0.21819913
277,0.96453226
278,0.41313818
279,0.289183
280,0.2553101
281,0.24938384
282,0.28325674
283,0.59499013
284,0.289183
285,0.28252786
286,0.08258265
287,0.7619456
288,0.28252786
289,0.41334566
290,0.08258265
291,0.13732821
292,0.32028317
293,0.24938384
294,0.69116086
295,0.6705692
296,0.28325674
297,0.32932237
298,0.08485201
299,0.14093652
300,0.25655586
301,0.73269737
302,0.784812
303,0.66080785
304,0.41019875
305,0.08485201
306,0.2624821
307,0.11405352
308,0.16671234
309,0.25655586
310,0.25655586
311,0.42639032
312,0.6807014
313,0.2624821
314,0.2459302
315,0.44784373
316,0.27565673
317,2.6702724
318,0.08552554
319,0.24146736
320,0.25766796
321,0.06681579
322,0.4780433
323,0.23134756
324,0.35720104
325,0.41873938
326,0.17603779
327,0.064546436
328,0.064546436
329,0.38341144
330,0.12063095
331,0.7616632
332,0.0960173
333,0.26449165
334,0.79635686
335,0.19024444
336,0.26522052
337,0.7268837
338,0.2506414
339,0.39207664
340,0.08133203
341,0.3637566
342,0.9528879
343,0.6949858
344,0.26522052
345,0.26522052
346,4.0164547
347,3.5644763
348,0.23291555
349,0.27166367
350,0.3439952
351,0.75740135
352,0.26176688
353,0.33454096
354,0.06681579
355,2.0104728
356,0.41134837
357,0.7790639
358,0.3662117
359,0.42531067
360,0.3592562
361,3.0764682
362,0.6343253
363,0.86485374
364,0.6983603
365,0.39784694
366,0.9528879
367,0.06681579
368,0.12290031
369,0.46013162
370,0.78490114
371,0.65030956
372,0.8794713
373,0.26522052
374,1.3511956
375,2.1521807
376,0.529732
377,0.16637519
378,0.4103329
379,0.07906267
380,2.7847679
381,0.3492484
382,0.34364438
383,0.23851958
384,1.5340488
385,0.31610435
386,0.38224924
387,0.29008344
388,0.14450017
389,0.06681579
390,0.12290031
391,0.26318535
392,0.6483403
393,0.6435228
394,0.7659677
395,0.06681579
396,1.7280192
397,0.9506972
398,0.23999032
399,0.41543728
400,0.25766796
401,0.3315981
402,1.6867077
403,2.5383782
404,0.45383278
405,0.35332996
406,0.57950103
407,0.320886
408,0.2442253
409,7.4270735
410,1.0347952
411,1.5279717
412,0.57950103
413,0.3592562
414,0.29078317
415,2.9910238
416,2.300503
417,7.4270735
418,5.6154943
419,1.0347952
420,0.35720104
421,1.8770794
422,0.40492204
423,1.0036962
424,0.2832188
425,0.3146606
426,7.4270735
427,0.26522052
428,1.5377978
429,0.6885268
430,0.78037596
431,0.58326054
432,0.055172026
433,0.5585981
434,0.3310125
435,0.9344854
436,0.23134756
437,0.6427404
438,0.4630033
439,0.6212403
440,0.35303086
441,0.687742
442,0.5867385
443,0.35303086
444,0.3146606
445,0.40780756
446,0.3652713
447,0.3652713
448,0.38994473
449,0.47958732
450,0.39635587
451,0.33805352
452,0.35303086
453,0.5867385
454,0.45322016
455,0.312383
456,0.42044872
457,0.055172026
458,0.9885104
459,0.6467916
460,20.0
461,1.2046676
462,0.34910524
463,0.44038323
464,0.4805834
465,0.23851958
466,0.08133203
467,0.9528879
468,0.06681579
469,0.31188315
470,0.42170864
471,0.33408114
472,0.09398213
473,0.06478062
474,1.0261343
475,1.6171763
476,0.0832724
477,0.25923443
478,0.0673241
479,0.2035431
480,0.70510167
481,0.70510167
482,0.12257132
483,0.19836941
484,1.0540861
485,0.5341107
486,0.62552536
487,0.26268807
488,0.26268807
489,3.1168904
490,0.26861432
491,0.70510167
492,0.36578637
493,0.12231314
494,0.2940056
495,0.26268807
496,0.057112396
497,6.954426
498,4.4186206
499,0.32959482
500,4.680899
501,0.6163198
502,0.48183408
503,0.06935927
504,0.9185146
505,0.5269058
506,0.76149446
507,0.07162863
508,0.7189298
509,0.3942461
510,0.24191338
511,0.2359871
512,0.32092452
513,0.9761985
514,0.23436639
515,6.954426
516,0.27710152
517,0.5687868
518,0.8677368
519,0.46402285
520,0.5046028
521,0.55595875
522,0.6694239
523,1.5042192
524,0.4458905
525,0.4982309
526,0.34282818
527,0.14644054
528,0.057112396
529,0.0832724
530,2.2269287
531,0.5274201
532,0.11319691
533,0.9761985
534,0.052807868
535,0.057112396
536,7.055499
537,0.26268807
538,0.6483044
539,0.22881511
540,2.0614636
541,7.055499
542,0.68370885
543,0.57584256
544,0.29272354
545,0.24193072
546,0.35726118
547,0.29138458
548,0.5678001
549,0.26268807
550,1.3811839
551,0.3901169
552,0.58123857
553,0.26268807
554,0.11092755
555,0.62925225
556,0.11319691
557,0.3180544
558,0.052807868
559,0.31212816
560,0.37092978
561,1.0058708
562,0.22881511
563,0.0673241
564,0.052807868
565,0.26268807
566,0.09322849
567,0.24059176
568,0.59056133
569,0.26268807
570,0.60230225
571,0.26268807
572,0.8127829
573,0.17164782
574,0.057112396
575,0.9761985
576,0.30853876
577,0.9761985
578,7.055499
579,0.43327677
580,0.052807868
581,0.052807868
582,0.052807868
583,0.052807868
584,0.83793616
585,0.2035431
586,0.25923443
587,0.5426047
588,7.321319
589,0.43299434
590,0.86517495
591,0.49274546
592,2.9142044
593,0.26268807
594,0.2359871
595,0.2359871
596,0.09322849
597,0.22536147
598,0.25923443
599,0.11319691
600,0.287551
601,0.4276114
602,0.057112396
603,0.11319691
604,0.23895186
605,0.07162863
606,0.11319691
607,0.11319691
608,0.31835353
609,0.564777
610,0.6396943
611,0.6578799
612,1.3811839
613,1.3811839
614,0.052807868
615,0.7251552
616,0.7378553
617,0.5070636
618,0.4815367
619,0.29715082
620,0.4144286
621,4.680899
622,1.0556549
623,0.7006998
624,0.42274255
625,0.47209346
626,0.53185415
627,0.058454335
628,0.07297057
629,0.23511475
630,0.14063126
631,0.07380161
632,0.4713161
633,0.3214764
634,0.62728184
635,0.5075886
636,0.578429
637,0.3564391
638,0.3060099
639,0.34588802
640,0.56386817
641,0.63048476
642,0.3277018
643,0.26292443
644,0.09262237
645,0.578429
646,0.8075641
647,0.27000117
648,0.23612824
649,0.35424262
650,0.27357212
651,0.9815737
652,0.26103014
653,0.10730764
654,0.5648966
655,0.36900115
656,0.80380595
657,0.23816341
658,0.07583678
659,0.7059543
660,0.5010582
661,0.2867476
662,0.07380161
663,0.7981181
664,0.56638575
665,0.5292867
666,0.11422223
667,0.578429
668,0.5904428
669,0.36607206
670,0.09035301
671,0.3601458
672,0.33894306
673,0.52284867
674,0.27000117
675,0.2948641
676,1.0448886
677,0.83975005
678,0.37435177
679,0.48943043
680,0.26292443
681,0.3601458
682,1.0602179
683,0.9834144
684,0.5904428
685,0.35695165
686,0.45187125
687,0.6682724
688,0.2584362
689,0.57412446
690,0.078106135
691,0.23816341
692,0.23816341
693,0.2453354
694,0.078106135
695,0.6470055
696,0.578429
697,0.078106135
698,0.09262237
699,0.26858267
700,1.6619805
701,0.578429
702,1.4234029
703,1.4234029
704,0.09262237
705,0.578429
706,0.09262237
707,0.09262237
708,0.2453354
709,1.6020918
710,0.33027276
711,0.35095462
712,0.078106135
713,0.48553362
714,0.14063126
715,0.09035301
716,0.3950291
717,0.13428771
718,0.07380161
719,0.76534915
720,0.078106135
721,0.3982866
722,0.2128914
723,1.7370875
724,0.10730764
725,0.37676266
726,0.585343
727,0.7610355
728,0.578429
729,1.0524342
730,0.10730764
731,0.09262237
732,0.6717303
733,0.76534915
734,0.8103864
735,0.12611505
736,0.1556715
737,0.28507668
738,0.2036804
739,0.16223112
740,0.12611505
741,0.078106135
742,0.09262237
743,0.38019893
744,0.7688873
745,0.40000993
746,0.3830256
747,0.585343
748,0.6565767
749,0.078106135
750,0.28878677
751,0.09262237
752,0.32628888
753,0.2128914
754,1.2636497
755,0.31427938
756,0.078106135
757,0.35743156
758,0.078106135
759,0.2453354
760,0.8669249
761,0.27870893
762,0.3214764
763,2.1432843
764,0.32628888
765,0.2128914
766,0.8860159
767,0.6546226
768,0.55413955
769,0.38710707
770,0.2453354
771,0.078106135
772,0.30399135
773,0.09262237
774,0.078106135
775,0.09262237
776,0.31060514
777,0.33160037
778,0.078106135
779,0.1556715
780,0.578429
781,1.0533807
782,0.655025
783,0.33162794
784,0.4971822
785,1.164326
786,2.1621032
787,1.016522
788,0.22962838
789,0.34352404
790,0.4920732
791,0.4920732
792,0.4920732
793,3.3556724
794,0.4920732
795,0.08790943
796,0.2635013
797,0.5160125
798,0.4920732
799,1.5306138
800,0.13929102
801,0.059236854
802,0.67899346
803,0.67899346
804,0.08765793
805,0.059236854
806,0.24025398
807,0.32545048
808,0.4145053
809,0.056967497
810,0.43372625
811,0.54840136
812,0.44469792
813,0.23308203
814,0.059236854
815,0.4389986
816,0.26920912
817,0.059236854
818,0.67899346
819,0.23308203
820,0.34376997
821,0.056967497
822,0.32620305
823,0.4920732
824,0.13591832
825,0.15822187
826,0.08843836
827,0.4920732
828,0.08587426
829,0.2441451
830,1.2045933
831,0.14482322
832,0.054932326
833,0.37479955
834,1.005378
835,0.22252128
836,0.24025398
837,0.7772226
838,0.52157754
839,0.059236854
840,0.059236854
841,0.12805682
842,0.06605807
843,0.48980385
844,0.37906244
845,0.056967497
846,0.056967497
847,0.187237
848,0.23308203
849,0.23308203
850,0.11602494
851,0.5110066
852,0.46416053
853,0.48980385
854,0.21034777
855,0.51910126
856,0.40878654
857,0.7066654
858,0.4920732
859,0.5612507
860,0.06605807
861,0.07816771
862,0.35362303
863,0.32130235
864,0.4096046
865,0.5415056
866,0.4282382
867,0.22411373
868,1.2720642
869,0.08179295
870,0.6792402
871,0.23003998
872,0.25636035
873,0.29932162
874,0.3939316
875,0.9661352
876,0.23128572
877,0.08431381
878,0.28093827
879,0.42394316
880,0.19884172
881,0.5337885
882,0.43768683
883,1.5804605
884,0.43818694
885,0.7655486
886,0.298604
887,0.19049516
888,0.29107434
889,0.23128572
890,0.33894014
891,0.35613206
892,0.23128572
893,0.25798666
894,0.32198116
895,0.101380736
896,0.053371876
897,0.22411373
898,0.23128572
899,0.3753446
900,0.22411373
901,1.1882336
902,0.47486526
903,0.67002517
904,0.55506796
905,0.38561368
906,2.4291987
907,0.3040142
908,0.35784242
909,0.22411373
910,0.25952247
911,0.053371876
912,1.2464225
913,0.39891586
914,0.053606063
915,0.24061677
916,0.23721197
917,0.055641234
918,0.23128572
919,0.39926356
920,0.22744498
921,0.93496954
922,0.23500928
923,0.38812634
924,0.4172002
925,0.27169755
