ID,item_cnt_month
0,0.55083054
1,0.84949964
2,0.87788665
3,0.5337397
4,5.4034486
5,0.61214745
6,1.3481123
7,0.39944652
8,0.70504224
9,0.7932594
10,2.078761
11,0.807979
12,0.23794022
13,0.4584559
14,1.1472812
15,2.8460054
16,0.2103424
17,0.39944652
18,1.3733913
19,0.7932594
20,0.5037796
21,0.33476645
22,0.8513329
23,0.5933567
24,1.5709251
25,0.7932594
26,0.33476645
27,0.45986116
28,1.0925577
29,3.333852
30,0.79374206
31,1.8563572
32,0.7699683
33,0.92062366
34,1.8563572
35,1.8559662
36,1.8563572
37,0.84489274
38,0.31525946
39,0.29288125
40,0.664396
41,1.0009401
42,2.7748935
43,2.5519779
44,0.61846626
45,1.0192611
46,0.5905709
47,0.5061014
48,0.5061014
49,0.91015685
50,0.7484461
51,0.49142987
52,0.685478
53,0.49374112
54,3.89879
55,2.1548355
56,1.2029296
57,1.685375
58,3.5499022
59,2.1811175
60,4.0654807
61,0.59167916
62,0.5313124
63,0.80909204
64,5.1570754
65,0.84949964
66,0.74007154
67,0.3343755
68,0.54415125
69,0.5370649
70,0.84949964
71,2.3213983
72,0.5237125
73,0.9284639
74,5.4034486
75,5.4034486
76,0.48235816
77,5.1570754
78,0.53362364
79,0.7451935
80,1.0276978
81,2.1897037
82,0.86772585
83,0.43932903
84,0.7408433
85,1.0789907
86,0.6549098
87,0.2103424
88,2.361464
89,1.4431405
90,0.793107
91,0.3932889
92,1.5955981
93,0.5337397
94,0.7942734
95,0.20995146
96,0.25145066
97,0.6285801
98,0.54513395
99,1.4762509
100,1.0558629
101,1.164201
102,0.5302984
103,0.58789635
104,0.5337397
105,0.39944652
106,0.39944652
107,1.164201
108,0.2103424
109,0.84949964
110,0.7689543
111,0.5337397
112,0.33476645
113,0.7932594
114,0.53807896
115,0.5347537
116,0.39944652
117,0.39944652
118,6.8524623
119,0.39944652
120,0.39944652
121,0.39944652
122,0.48235816
123,0.48432532
124,0.55151635
125,1.2083539
126,0.39944652
127,0.2103424
128,0.2103424
129,0.23272064
130,0.4876506
131,0.20956549
132,0.8860742
133,3.3051887
134,0.39944652
135,0.85177934
136,0.7682519
137,0.7717993
138,1.0401738
139,5.3517866
140,0.39944652
141,0.50349724
142,0.2103424
143,0.41614607
144,1.0192611
145,1.0192611
146,1.0192611
147,0.2103424
148,0.84949964
149,0.39944652
150,0.2103424
151,0.39944652
152,6.633178
153,0.26008624
154,0.20956549
155,0.41513208
156,0.39944652
157,0.39944652
158,0.23531497
159,0.48235816
160,0.40277177
161,0.23272064
162,0.39944652
163,0.5037796
164,0.4369958
165,0.2103424
166,0.48337215
167,0.2103424
