ID,item_cnt_month
0,2.2976267
1,0.48331305
2,1.1541009
3,0.36131096
4,3.3147194
5,0.8258664
6,1.1697989
7,0.20619923
8,0.74122006
9,0.4763014
10,2.1807613
11,0.58514
12,0.17050573
13,0.33192334
14,2.97849
15,2.7738976
16,0.1587983
17,0.19388142
18,1.6134958
19,0.4639836
20,0.42603624
21,0.24148312
22,0.95077235
23,0.70233595
24,1.5045542
25,0.7612311
26,0.43230814
27,2.268239
28,1.0558934
29,4.9560905
30,0.6317172
31,1.0428944
32,0.69013214
33,0.9099886
34,0.416615
35,0.41128057
36,0.416615
37,0.738283
38,0.28635985
39,0.20315614
40,0.6242484
41,1.0758946
42,2.7814858
43,3.2592711
44,0.48445854
45,0.52399904
46,0.8055768
47,0.25408903
48,0.31226194
49,1.2474852
50,1.517762
51,0.32837093
52,0.5484126
53,0.32047573
54,4.6787763
55,2.3319092
56,2.2374947
57,2.469111
58,3.573483
59,2.4299417
60,3.9000432
61,0.52918863
62,0.48386088
63,0.6350199
64,7.2438684
65,0.85479057
66,0.7267662
67,0.23095256
68,0.51443815
69,0.30026013
70,0.85479057
71,1.7725586
72,0.49727312
73,1.0673115
74,4.0895824
75,3.686197
76,0.31410944
77,7.2438684
78,0.4325387
79,0.6902945
80,1.715447
81,2.8874843
82,1.49069
83,0.38607025
84,0.76481694
85,1.0900381
86,0.5127839
87,0.15511456
88,4.2009263
89,1.4191744
90,0.80511916
91,0.62226224
92,2.2322726
93,0.3442302
94,0.5718466
95,0.31304866
96,0.19445843
97,0.55301315
98,0.59643316
99,1.5410489
100,1.3879492
101,1.3472869
102,0.4154579
103,0.8734108
104,0.28794232
105,0.5056534
106,0.5056534
107,1.0332927
108,0.15511456
109,0.9095845
110,0.58985335
111,0.5985146
112,0.42983407
113,0.8272341
114,0.42971396
115,0.41263318
116,0.43661737
117,0.19388142
118,7.9054604
119,0.18901381
120,0.18901381
121,0.18901381
122,0.37236094
123,0.5793481
124,2.2825005
125,1.0508225
126,0.41915864
127,0.13214862
128,0.3241733
129,0.19749033
130,0.3505375
131,0.11047703
132,0.6349863
133,3.8817377
134,0.18901381
135,1.1970303
136,0.61921465
137,0.5236694
138,1.1457734
139,3.6874359
140,0.23401305
141,0.41454202
142,0.13462272
143,0.2948202
144,0.5035072
145,0.5035072
146,0.5035072
147,0.13462272
148,0.46282125
149,0.18901381
150,0.10549602
151,0.43661737
152,6.2427616
153,0.24073032
154,0.08135027
155,0.19292095
156,0.17583123
157,0.39449352
158,0.16886011
159,0.3684975
160,0.43661737
161,0.19749033
162,0.39449352
163,0.45260817
164,0.24077564
165,0.13462272
166,0.4249201
167,0.13214862
168,0.46282125
169,0.13462272
170,0.19749033
171,0.3383047
172,0.21358827
173,1.4607055
174,1.4993982
175,2.9668796
176,1.4308026
177,0.6041522
178,0.3806612
179,0.13214862
180,1.3071411
181,0.3418654
182,0.27645132
183,0.17583123
184,0.20516053
185,0.35535872
186,0.13462272
187,0.18060315
188,0.46282125
189,0.46282125
190,0.4850289
191,1.1685967
192,0.53037816
193,0.27952406
194,0.47271112
195,0.50795084
196,0.6062665
197,3.2031293
198,1.3252659
199,3.8433359
200,0.53041244
201,3.8433359
202,0.31484255
203,3.0350854
204,0.2614326
205,0.8481922
206,0.79421663
207,0.4193035
208,1.45926
209,0.67531735
210,0.5486212
211,0.15511456
212,0.14202455
213,0.25896317
214,0.21497339
215,0.66675043
216,0.71539295
217,0.9315084
218,1.5699506
219,0.87217456
220,0.58275497
221,3.0506046
222,3.8433359
223,0.73019224
224,2.690408
225,0.6446887
226,0.4927004
227,0.28794232
228,0.59858084
229,0.32051942
230,4.246722
231,0.5641153
232,0.19445843
233,0.6350199
234,0.19445843
235,0.19733635
236,0.29038376
237,0.49184188
238,0.5384849
239,0.543506
240,0.58043027
241,0.19388142
242,0.4041741
243,3.2635376
244,0.48331305
245,0.28335905
246,1.5978009
247,1.0231166
248,0.6564323
249,0.28794232
250,0.7875577
251,0.50795084
252,0.5310112
253,1.5153991
