ID,item_cnt_month
0,0.5506329
1,0.9501053
2,0.9813045
3,0.4428058
4,6.1934304
5,0.643218
6,1.3659928
7,0.31407738
8,0.86707085
9,0.4937237
10,2.332295
11,0.61125785
12,0.1616508
13,0.39800072
14,1.2639897
15,2.9471433
16,0.1513375
17,0.30412382
18,1.4936633
19,0.4837701
20,0.5153827
21,0.2470628
22,0.7940036
23,0.63831586
24,1.7081536
25,2.5296676
26,0.44240752
27,0.4828856
28,1.0201404
29,3.5310748
30,0.6429075
31,2.1745117
32,0.602541
33,0.8927649
34,0.35453776
35,0.3509189
36,0.35687673
37,0.80982953
38,0.28223687
39,0.2200957
40,0.7194216
41,1.0683076
42,2.9753897
43,2.8738031
44,0.72511643
45,1.4528079
46,0.6927181
47,0.4238001
48,0.44091657
49,1.0177789
50,0.8839359
51,0.4340882
52,0.66306466
53,0.42858374
54,4.114647
55,2.2643616
56,1.5669202
57,1.8580784
58,3.717483
59,2.3161564
60,4.219543
61,0.5559756
62,0.506075
63,0.6185298
64,6.281994
65,1.0067258
66,0.81943655
67,0.24344397
68,0.64136
69,0.443312
70,1.0067258
71,2.2252572
72,0.5226291
73,0.94166434
74,6.331646
75,6.460999
76,0.42766958
77,6.281994
78,0.51217806
79,0.8965701
80,1.1094148
81,2.508027
82,0.8747861
83,0.40894634
84,0.87220395
85,1.1466641
86,0.6583584
87,0.15366957
88,2.6249707
89,1.4038732
90,0.85023
91,0.5695379
92,1.6990469
93,0.4328522
94,0.5627581
95,0.46420002
96,0.17861372
97,0.70100206
98,0.6060941
99,1.6189042
100,1.0968206
101,2.624039
102,0.4866013
103,0.8819458
104,0.41773516
105,0.62871796
106,0.62871796
107,1.0476457
108,0.15366957
109,0.96518636
110,0.5626526
111,0.75966966
112,0.45748854
113,2.5447488
114,0.5056531
115,0.48007628
116,0.6136369
117,0.30412382
118,7.3044324
119,0.3059159
120,0.3059159
121,0.3059159
122,0.43316877
123,0.47044912
124,0.66218865
125,1.1815081
126,0.6143864
127,0.1513375
128,0.3858974
129,0.21360645
130,0.4589174
131,0.14497697
132,0.73306537
133,3.710573
134,0.3059159
135,2.607241
136,0.5919337
137,0.54818434
138,1.0368383
139,6.1432023
140,0.3235599
141,0.5192748
142,0.15286538
143,0.39673385
144,1.4528079
145,1.4528079
146,1.4528079
147,0.15366957
148,0.9501053
149,0.3059159
150,0.15366957
151,0.6136369
152,7.0685782
153,0.26178524
154,0.14497697
155,0.34786665
156,0.30412382
157,0.6136369
158,0.19198325
159,0.4302539
160,0.6392137
161,0.2160551
162,0.62359047
163,0.50528437
164,0.404753
165,0.15286538
166,0.5043458
167,0.1513375
168,0.9501053
169,0.15395483
170,0.2140863
171,0.46283162
172,0.2858409
173,1.2914867
174,1.312408
175,3.1602373
176,1.5366558
177,0.9501053
178,0.48388183
179,0.15161592
180,1.6214848
181,0.4471057
182,0.31394428
183,0.30412382
184,0.21654582
185,0.46118003
186,0.15366957
187,0.30412382
188,0.9501053
189,0.9501053
190,0.46637025
191,0.76192784
192,0.6257439
193,0.22301862
194,0.4564167
195,0.4676077
196,0.6020801
197,2.5924969
198,1.5053979
199,6.079909
200,0.9501053
201,6.079909
202,0.3300504
203,1.377078
204,0.31261373
205,1.4983966
206,0.9759357
207,0.40317404
208,1.6527101
209,0.63660145
210,0.5051244
211,0.15395483
212,0.14996588
213,0.27436104
214,0.16498333
215,0.4917386
216,0.6062709
217,2.3671098
218,1.5630128
219,0.7907157
220,0.58688956
221,5.9009037
222,6.079909
223,0.76172525
224,2.7909408
225,0.5742545
226,0.51461774
227,0.39163736
228,0.5520416
229,0.31394428
230,5.950556
231,0.5899607
232,0.15346688
233,0.59243196
234,0.15346688
235,0.1586228
236,0.33684695
237,0.6478561
238,0.43038744
239,0.55233365
240,0.59241956
241,0.3027802
242,0.32180107
243,4.11867
244,0.9389713
245,0.35748065
246,1.7218491
247,0.6003077
248,0.563012
249,0.39029378
250,0.7589792
251,0.4676077
252,0.55307657
253,0.820929
254,0.4905445
255,6.9893837
256,0.6222469
257,0.3027802
258,0.4471057
259,0.35748065
260,0.61229336
261,0.15261126
262,0.32221633
263,0.14999393
264,0.3027802
265,0.51476073
266,0.15027234
267,0.35748065
268,0.61229336
269,0.3027802
270,0.81044185
271,0.3027802
272,0.32221633
273,1.0664972
274,12.764989
275,0.14999393
276,0.2759096
277,0.98265034
278,0.43316877
279,0.33396196
280,0.3240084
281,0.30457228
282,0.30457228
283,0.6746303
284,0.3240084
285,0.36267763
286,0.3133502
287,0.80522585
288,0.36267763
289,0.49280292
290,0.151786
291,0.21497726
292,0.3964597
293,0.30457228
294,0.7898884
295,0.7486952
296,0.30457228
297,0.40917274
298,0.450046
299,0.3738461
300,0.3027802
301,0.72530735
302,0.8707801
303,0.7589792
304,0.31127012
305,0.1436334
306,0.32221633
307,0.19063967
308,0.2648812
309,0.6378701
310,0.6378701
311,0.6234759
312,0.7244173
313,0.32064712
314,0.301211
315,0.700058
316,0.30245715
317,3.0976346
318,0.1478788
319,0.3201012
320,0.6101782
321,0.14151827
322,0.58841443
323,0.30066508
324,0.42603505
325,0.5012989
326,0.2699069
327,0.31123504
328,0.31123504
329,0.4310536
330,0.15200293
331,0.92702055
332,0.18852454
333,0.3553655
334,0.8534119
335,0.27116308
336,0.30245715
337,0.77710783
338,0.28010926
339,0.59598523
340,0.14815721
341,0.9979992
342,0.92702055
343,0.8849469
344,0.30066508
345,0.30066508
346,4.0328007
347,3.1031601
348,0.30066508
349,0.36531907
350,0.15870076
351,0.47990337
352,0.30066508
353,0.309155
354,0.31622386
355,0.95285094
356,0.4973856
357,0.8251462
358,0.50223064
359,0.4973856
360,0.40329564
361,2.9813662
362,0.74961746
363,0.9161136
364,0.6467669
365,0.4934736
366,0.92702055
367,0.14151827
368,0.15049613
369,0.4836602
370,1.4502311
371,0.63659006
372,0.7659602
373,0.61092764
374,1.0048485
375,2.194599
376,0.5833614
377,0.22258064
378,0.45048967
379,0.14994928
380,2.8410742
381,0.48176667
382,0.48176667
383,0.30066508
384,1.3834313
385,0.42555445
386,0.48176667
387,0.64808774
388,0.19868773
389,0.14453831
390,0.15021086
391,0.30066508
392,0.5402831
393,0.6442022
394,0.92777
395,0.14151827
396,1.7596598
397,0.5987856
398,0.15000817
399,0.4551881
400,0.6252592
401,0.42555445
402,1.8149875
403,2.793835
404,0.43775144
405,0.38817862
406,0.45746243
407,1.335277
408,0.30066508
409,6.126484
410,0.9836409
411,1.4165255
412,0.48284888
413,0.41324922
414,0.15664712
415,2.9365993
416,1.5319321
417,6.126484
418,5.9344387
419,0.9836409
420,0.4176028
421,2.193168
422,0.4973856
423,1.1963227
424,0.2175062
425,0.38817862
426,6.126484
427,0.6252592
428,1.5731084
429,0.8437912
430,0.89202195
431,0.57357496
432,0.14151827
433,0.31982204
434,0.21955991
435,0.9750017
436,0.30066508
437,0.79971623
438,0.55702716
439,0.6609495
440,0.40329564
441,0.5933546
442,0.5161237
443,0.41324922
444,0.38817862
445,0.5827869
446,0.36006185
447,0.36006185
448,0.4322523
449,0.63240445
450,0.27865848
451,0.3247996
452,0.40329564
453,0.5061701
454,0.6579375
455,0.20068702
456,0.49996987
457,0.30622596
458,0.86562526
459,0.6871265
460,20.0
461,1.1712797
462,0.42555445
463,0.6597006
464,0.48451528
465,0.6101782
466,0.32616135
467,0.92702055
468,0.31302574
469,0.36644304
470,0.42555445
471,0.30066508
472,0.19040161
473,0.14151827
474,1.1098332
475,1.5652299
476,0.14880127
477,0.31126267
478,0.31597936
479,0.3013091
480,0.92309535
481,0.92309535
482,0.15085492
483,0.27032763
484,0.8284539
485,0.482607
486,0.75778675
487,0.31126267
488,0.3013091
489,2.8246703
490,0.32074523
491,0.92309535
492,0.54857343
493,0.43417
494,0.7033477
495,0.30205858
496,0.14715123
497,5.923545
498,5.36666
499,0.66071874
500,4.1027937
501,0.6420641
502,0.4968002
503,0.14880127
504,0.7935157
505,0.61758614
506,0.9182545
507,0.15367877
508,0.81479716
509,0.48542267
510,0.32074523
511,0.3013091
512,0.38956314
513,0.92309535
514,0.21255669
515,5.923545
516,0.35682154
517,0.61099243
518,0.890975
519,0.542736
520,0.51631814
521,0.54639983
522,0.70232785
523,1.3544383
524,0.4669993
525,0.73012304
526,0.36020035
527,0.19904652
528,0.30961898
529,0.14852285
530,0.94892573
531,0.6303271
532,0.15085492
533,0.37772244
534,0.262272
535,0.14470255
536,6.065938
537,0.3013091
538,0.7225913
539,0.3013091
540,1.3628356
541,6.065938
542,0.55164725
543,0.4525594
544,0.1554991
545,0.14960963
546,0.3263848
547,0.22198522
548,0.45706385
549,0.31201214
550,0.92309535
551,0.5012474
552,0.69497263
553,0.30205858
554,0.15160438
555,0.7016799
556,0.15005073
557,0.4028971
558,0.262272
559,0.38778007
560,0.3841368
561,0.9777621
562,0.3013091
563,0.32529476
564,0.14216232
565,0.3013091
566,0.19663268
567,0.21046886
568,0.54639983
569,0.30205858
570,0.32176244
571,0.3013091
572,0.75819504
573,0.2228584
574,0.43417
575,0.92309535
576,0.35682154
577,0.92309535
578,6.065938
579,0.49421594
580,0.30961898
581,0.30961898
582,0.43417
583,0.30961898
584,0.7474359
585,0.6093116
586,0.3013091
587,0.57329386
588,3.0716443
589,0.4664966
590,0.77405864
591,0.5279713
592,2.6316357
593,0.30205858
594,0.3013091
595,0.32688594
596,0.19643459
597,0.3013091
598,0.3013091
599,0.38157207
600,0.33654812
601,0.40313756
602,0.14425027
603,0.15005073
604,0.35682154
605,0.14880127
606,0.15005073
607,0.38157207
608,0.38778007
609,0.64683896
610,0.7424266
611,0.72571045
612,0.92309535
613,0.92309535
614,0.43417
615,0.85434175
616,2.4536548
617,0.5264725
618,0.542736
619,0.30800694
620,0.54134446
621,4.1027937
622,2.4545498
623,0.72193575
624,0.45838228
625,0.490445
626,0.57648015
627,0.14188582
628,0.14824635
629,0.32046872
630,0.21454507
631,0.14188582
632,0.4667228
633,0.38750356
634,0.5853888
635,0.47772115
636,0.88238364
637,0.43451178
638,0.33042228
639,0.33983582
640,0.67641366
641,0.78711605
642,0.38750356
643,0.15569365
644,0.15057841
645,0.88238364
646,0.75578094
647,0.3010326
648,0.3010326
649,0.40262058
650,0.35654503
651,1.1031723
652,0.5729221
653,0.1934844
654,0.47304535
655,0.32944334
656,0.44007382
657,0.30178207
658,0.14565533
659,0.32319814
660,0.54842234
661,0.32046872
662,0.14188582
663,0.8148796
664,0.45678735
665,0.5923688
666,0.19485602
667,0.88238364
668,1.0506536
669,0.40262058
670,0.15161315
671,0.38750356
672,0.33983582
673,0.6735377
674,0.3010326
675,0.32660943
676,0.6558683
677,0.8079382
678,0.39675164
679,0.5234638
680,0.2658701
681,0.4237533
682,0.5330543
683,0.88238364
684,1.0506536
685,0.6815968
686,0.6318324
687,2.3871937
688,0.39149153
689,0.88238364
690,0.14188582
691,0.3010326
692,0.3010326
693,0.3010326
694,0.14188582
695,0.7451401
696,0.8831331
697,0.14263529
698,0.15132788
699,0.30178207
700,2.1368308
701,0.8831331
702,1.4262681
703,1.4262681
704,0.14852476
705,0.88238364
706,0.14852476
707,0.14852476
708,0.5636012
709,1.972293
710,0.38212183
711,0.41846162
712,0.14442903
713,0.5832068
714,0.21822259
715,0.15113631
716,0.44861105
717,0.22260943
718,0.42637002
719,0.8698615
720,0.14140898
721,0.51762056
722,0.56312436
723,1.9541409
724,0.19055888
725,0.48544973
726,0.59345186
727,1.0876815
728,0.87061095
729,1.0025954
730,0.19300756
731,0.14804792
732,0.76030326
733,0.8698615
734,1.0975611
735,0.2132991
736,0.43403712
737,0.5019899
738,0.33925724
739,0.2704298
740,0.21085045
741,0.14394921
742,0.15010157
743,0.44443494
744,0.7210896
745,0.4896041
746,0.5499379
747,0.5834983
748,0.6841487
749,0.30886564
750,0.4284255
751,0.14804792
752,0.42793837
753,0.30055577
754,1.097527
755,0.44786158
756,0.14140898
757,0.44786158
758,0.14140898
759,0.30055577
760,0.95513725
761,0.36602175
762,0.38545665
763,2.7087376
764,0.42793837
765,0.30055577
766,0.38906816
767,0.594724
768,0.60182387
769,0.3897468
770,0.5730779
771,0.25447205
772,0.37017614
773,0.15085104
774,0.3096151
775,0.15004686
776,0.42917496
777,0.42917496
778,0.14215845
779,0.27401453
780,0.8678403
781,1.5688379
782,0.74586415
783,0.6304163
784,0.80779815
785,1.570084
786,2.291654
787,1.1508129
788,0.2914239
789,0.42302048
790,0.73745984
791,0.73745984
792,0.73745984
793,3.705294
794,0.73745984
795,0.23734963
796,0.28893122
797,0.71236837
798,0.73745984
799,1.4827633
800,0.27629834
801,0.14239293
802,0.73671037
803,0.73671037
804,0.19686323
805,0.1487534
806,0.4396481
807,0.38895178
808,0.440974
809,0.14239293
810,0.35968125
811,0.47189906
812,0.44077998
813,0.28818175
814,0.14239293
815,0.6497273
816,0.3402971
817,0.3327744
818,0.73671037
819,0.28818175
820,0.32657355
821,0.1487534
822,0.440974
823,0.73671037
824,0.19908652
825,0.28158736
826,0.19202265
827,0.73671037
828,0.15108547
829,0.30761784
830,1.5597475
831,0.27828622
832,0.14754885
833,0.35773855
834,1.1090097
835,0.30761784
836,0.28818175
837,0.7961595
838,0.6268574
839,0.1487534
840,0.14541298
841,0.2672593
842,0.14903182
843,0.73745984
844,0.5119549
845,0.2207056
846,0.14829832
847,0.3566611
848,0.28893122
849,0.28893122
850,0.2000266
851,1.1418142
852,0.6222789
853,0.73745984
854,0.36382204
855,0.5262347
856,0.4729573
857,0.7946683
858,0.73671037
859,0.5643457
860,0.14813548
861,0.14966336
862,0.38951537
863,0.41721094
864,0.41087452
865,0.5262635
866,0.40996873
867,0.28215563
868,1.1602697
869,0.19593078
870,0.75597906
871,0.2914459
872,0.2914459
873,0.32660598
874,0.52284366
875,0.94632596
876,0.2812139
877,0.14940354
878,0.33893943
879,0.45366827
880,0.27126035
